Customer ID,Customer ID,Age,Age Groups,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2754,2755,59,Gen X,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly
2755,2756,59,Gen X,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually
2756,2757,42,Millenials,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly
2757,2758,39,Millenials,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Monthly
2758,2759,32,Millenials,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8,Bank Transfer,Bi-Weekly
2759,2760,68,Baby Boomer,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Every 3 Months
2760,2761,41,Millenials,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly
2761,2762,31,Millenials,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
2762,2763,58,Gen X,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Store Pickup,No,No,10,Debit Card,Every 3 Months
2763,2764,28,Millenials,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,2-Day Shipping,No,No,35,Venmo,Quarterly
2764,2765,63,Baby Boomer,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly
2765,2766,64,Baby Boomer,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly
2766,2767,66,Baby Boomer,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,No,47,Credit Card,Monthly
2767,2768,31,Millenials,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,Free Shipping,No,No,31,Cash,Monthly
2768,2769,55,Gen X,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly
2769,2770,32,Millenials,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,Standard,No,No,13,Cash,Weekly
2770,2771,50,Gen X,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,Express,No,No,22,Bank Transfer,Quarterly
2771,2772,58,Gen X,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly
2772,2773,18,Gen Z,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,No,10,Bank Transfer,Every 3 Months
2773,2774,39,Millenials,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Express,No,No,45,Bank Transfer,Quarterly
2774,2775,56,Gen X,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Standard,No,No,42,Credit Card,Quarterly
2775,2776,37,Millenials,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Free Shipping,No,No,16,Debit Card,Weekly
2776,2777,46,Gen X,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Free Shipping,No,No,6,Bank Transfer,Annually
2777,2778,52,Gen X,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Standard,No,No,28,Credit Card,Every 3 Months
2778,2779,70,Baby Boomer,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly
2779,2780,61,Baby Boomer,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly
2780,2781,33,Millenials,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Fortnightly
2781,2782,65,Baby Boomer,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly
2782,2783,41,Millenials,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,No,30,PayPal,Annually
2783,2784,19,Gen Z,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Next Day Air,No,No,26,Credit Card,Quarterly
2784,2785,33,Millenials,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,Express,No,No,12,PayPal,Every 3 Months
2785,2786,53,Gen X,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly
2786,2787,54,Gen X,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months
2787,2788,36,Millenials,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,No,4,Venmo,Fortnightly
2788,2789,56,Gen X,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2,Credit Card,Annually
2789,2790,28,Millenials,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,No,Express,No,No,28,Credit Card,Bi-Weekly
2790,2791,34,Millenials,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Free Shipping,No,No,24,Debit Card,Annually
2791,2792,43,Gen X,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Fortnightly
2792,2793,54,Gen X,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,No,11,Credit Card,Weekly
2793,2794,37,Millenials,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly
2794,2795,33,Millenials,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,No,7,Cash,Fortnightly
2795,2796,33,Millenials,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,No,49,PayPal,Annually
2796,2797,55,Gen X,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,No,21,Cash,Annually
2797,2798,63,Baby Boomer,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,No,10,Venmo,Every 3 Months
2798,2799,52,Gen X,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,No,37,PayPal,Weekly
2799,2800,23,Gen Z,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Free Shipping,No,No,9,Bank Transfer,Every 3 Months
2800,2801,70,Baby Boomer,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly
2801,2802,64,Baby Boomer,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,No,30,PayPal,Annually
2802,2803,22,Gen Z,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,No,42,Credit Card,Fortnightly
2803,2804,46,Gen X,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,No,31,Bank Transfer,Monthly
2804,2805,65,Baby Boomer,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months
2805,2806,18,Gen Z,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,No,Standard,No,No,48,Cash,Quarterly
2806,2807,45,Gen X,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Standard,No,No,50,Credit Card,Annually
2807,2808,56,Gen X,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly
2808,2809,49,Gen X,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Free Shipping,No,No,45,PayPal,Every 3 Months
2809,2810,66,Baby Boomer,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Standard,No,No,27,Debit Card,Quarterly
2810,2811,27,Millenials,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,No,Standard,No,No,10,Debit Card,Fortnightly
2811,2812,69,Baby Boomer,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Store Pickup,No,No,19,Credit Card,Quarterly
2812,2813,66,Baby Boomer,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,No,1,Credit Card,Every 3 Months
2813,2814,45,Gen X,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,2-Day Shipping,No,No,39,Debit Card,Quarterly
2814,2815,31,Millenials,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Standard,No,No,14,Bank Transfer,Monthly
2815,2816,33,Millenials,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,No,40,Venmo,Every 3 Months
2816,2817,43,Gen X,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly
2817,2818,25,Gen Z,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly
2818,2819,46,Gen X,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Next Day Air,No,No,12,Debit Card,Annually
2819,2820,67,Baby Boomer,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Free Shipping,No,No,19,Cash,Monthly
2820,2821,26,Gen Z,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,No,5,Cash,Bi-Weekly
2821,2822,35,Millenials,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,No,37,Venmo,Monthly
2822,2823,61,Baby Boomer,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,Standard,No,No,33,PayPal,Quarterly
2823,2824,26,Gen Z,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly
2824,2825,39,Millenials,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,No,Free Shipping,No,No,49,Debit Card,Quarterly
2825,2826,69,Baby Boomer,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,No,28,Bank Transfer,Annually
2826,2827,32,Millenials,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Express,No,No,23,Venmo,Annually
2827,2828,20,Gen Z,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
2828,2829,25,Gen Z,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,No,Standard,No,No,33,PayPal,Quarterly
2829,2830,56,Gen X,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,No,47,Cash,Weekly
2830,2831,63,Baby Boomer,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Store Pickup,No,No,13,Venmo,Every 3 Months
2831,2832,34,Millenials,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,Express,No,No,4,Credit Card,Weekly
2832,2833,29,Millenials,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,No,Standard,No,No,40,PayPal,Quarterly
2833,2834,43,Gen X,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly
2834,2835,39,Millenials,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,No,17,Credit Card,Weekly
2835,2836,33,Millenials,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Free Shipping,No,No,7,Venmo,Annually
2836,2837,51,Gen X,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly
2837,2838,65,Baby Boomer,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44,PayPal,Weekly
2838,2839,51,Gen X,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly
2839,2840,70,Baby Boomer,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly
2840,2841,40,Millenials,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Store Pickup,No,No,41,Cash,Annually
2841,2842,19,Gen Z,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,No,2-Day Shipping,No,No,31,Cash,Weekly
2842,2843,28,Millenials,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,No,Standard,No,No,48,Debit Card,Quarterly
2843,2844,51,Gen X,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Store Pickup,No,No,41,Venmo,Weekly
2844,2845,32,Millenials,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,Standard,No,No,42,Venmo,Annually
2845,2846,26,Gen Z,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,No,Express,No,No,39,Debit Card,Every 3 Months
2846,2847,50,Gen X,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Bi-Weekly
2847,2848,68,Baby Boomer,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,No,Free Shipping,No,No,3,PayPal,Every 3 Months
2848,2849,33,Millenials,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,Store Pickup,No,No,28,Bank Transfer,Quarterly
2849,2850,56,Gen X,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,No,Express,No,No,27,PayPal,Bi-Weekly
2850,2851,57,Gen X,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Store Pickup,No,No,36,Debit Card,Annually
2851,2852,58,Gen X,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Store Pickup,No,No,42,Debit Card,Monthly
2852,2853,40,Millenials,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,Store Pickup,No,No,30,Venmo,Weekly
2853,2854,37,Millenials,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,Next Day Air,No,No,9,PayPal,Weekly
2854,2855,36,Millenials,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,No,25,Venmo,Monthly
2855,2856,29,Millenials,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly
2856,2857,65,Baby Boomer,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
2857,2858,44,Gen X,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly
2858,2859,34,Millenials,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly
2859,2860,31,Millenials,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Express,No,No,29,Bank Transfer,Annually
2860,2861,28,Millenials,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly
2861,2862,66,Baby Boomer,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,No,Free Shipping,No,No,27,Credit Card,Monthly
2862,2863,68,Baby Boomer,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Store Pickup,No,No,5,Bank Transfer,Every 3 Months
2863,2864,37,Millenials,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,2-Day Shipping,No,No,18,Venmo,Monthly
2864,2865,58,Gen X,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,No,31,Venmo,Weekly
2865,2866,28,Millenials,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Free Shipping,No,No,27,Cash,Fortnightly
2866,2867,54,Gen X,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Free Shipping,No,No,19,Cash,Annually
2867,2868,21,Gen Z,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Next Day Air,No,No,33,Cash,Fortnightly
2868,2869,45,Gen X,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,No,42,PayPal,Every 3 Months
2869,2870,57,Gen X,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,No,16,Bank Transfer,Weekly
2870,2871,47,Gen X,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,No,49,Debit Card,Every 3 Months
2871,2872,46,Gen X,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,No,40,Venmo,Bi-Weekly
2872,2873,63,Baby Boomer,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,No,Next Day Air,No,No,5,Cash,Annually
2873,2874,44,Gen X,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,No,8,Bank Transfer,Monthly
2874,2875,36,Millenials,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Standard,No,No,2,Debit Card,Annually
2875,2876,24,Gen Z,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,No,14,Debit Card,Weekly
2876,2877,65,Baby Boomer,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
2877,2878,32,Millenials,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,Standard,No,No,34,Venmo,Monthly
2878,2879,63,Baby Boomer,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,No,Next Day Air,No,No,13,Bank Transfer,Annually
2879,2880,62,Baby Boomer,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,No,Free Shipping,No,No,31,Venmo,Annually
2880,2881,19,Gen Z,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,No,Store Pickup,No,No,43,PayPal,Quarterly
2881,2882,38,Millenials,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Free Shipping,No,No,6,Bank Transfer,Annually
2882,2883,59,Gen X,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Store Pickup,No,No,23,Credit Card,Bi-Weekly
2883,2884,22,Gen Z,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,Standard,No,No,10,PayPal,Weekly
2884,2885,55,Gen X,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,No,47,Credit Card,Every 3 Months
2885,2886,29,Millenials,Female,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly
2886,2887,42,Millenials,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,No,29,PayPal,Weekly
2887,2888,23,Gen Z,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Express,No,No,12,Cash,Bi-Weekly
2888,2889,70,Baby Boomer,Female,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,No,2-Day Shipping,No,No,25,Debit Card,Quarterly
2889,2890,64,Baby Boomer,Female,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,3.3,No,Store Pickup,No,No,21,Venmo,Annually
2890,2891,39,Millenials,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,Free Shipping,No,No,23,Credit Card,Monthly
2891,2892,47,Gen X,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,Free Shipping,No,No,10,PayPal,Monthly
2892,2893,22,Gen Z,Female,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,No,Standard,No,No,47,Credit Card,Monthly
2893,2894,69,Baby Boomer,Female,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,No,Free Shipping,No,No,44,Debit Card,Every 3 Months
2894,2895,35,Millenials,Female,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,No,Standard,No,No,41,Venmo,Annually
2895,2896,56,Gen X,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Standard,No,No,29,Bank Transfer,Monthly
2896,2897,30,Millenials,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,No,2,Venmo,Every 3 Months
2897,2898,43,Gen X,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,Free Shipping,No,No,2,Cash,Fortnightly
2898,2899,23,Gen Z,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,No,Express,No,No,29,Credit Card,Annually
2899,2900,50,Gen X,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly
2900,2901,41,Millenials,Female,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,No,Standard,No,No,23,Cash,Bi-Weekly
2901,2902,41,Millenials,Female,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Quarterly
2902,2903,27,Millenials,Female,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,No,Standard,No,No,19,PayPal,Bi-Weekly
2903,2904,38,Millenials,Female,Scarf,Accessories,39,Delaware,S,Teal,Spring,3.5,No,2-Day Shipping,No,No,24,Credit Card,Every 3 Months
2904,2905,41,Millenials,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,No,2-Day Shipping,No,No,43,Venmo,Monthly
2905,2906,58,Gen X,Female,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,No,Standard,No,No,14,Debit Card,Fortnightly
2906,2907,58,Gen X,Female,Coat,Outerwear,27,Virginia,M,Indigo,Spring,3.9,No,Standard,No,No,7,Venmo,Annually
2907,2908,19,Gen Z,Female,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly
2908,2909,43,Gen X,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,No,15,Debit Card,Every 3 Months
2909,2910,27,Millenials,Female,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3.0,No,Next Day Air,No,No,40,Credit Card,Every 3 Months
2910,2911,32,Millenials,Female,Belt,Accessories,32,Mississippi,M,Blue,Summer,2.9,No,Store Pickup,No,No,41,Credit Card,Monthly
2911,2912,28,Millenials,Female,Socks,Clothing,38,Ohio,XL,Orange,Fall,2.9,No,Next Day Air,No,No,34,Venmo,Quarterly
2912,2913,48,Gen X,Female,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,No,Standard,No,No,27,Cash,Bi-Weekly
2913,2914,43,Gen X,Female,Coat,Outerwear,83,Wyoming,L,Cyan,Winter,3.5,No,Express,No,No,12,Cash,Every 3 Months
2914,2915,45,Gen X,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
2915,2916,26,Gen Z,Female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Express,No,No,39,Debit Card,Bi-Weekly
2916,2917,62,Baby Boomer,Female,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,No,Express,No,No,13,Credit Card,Bi-Weekly
2917,2918,58,Gen X,Female,Shirt,Clothing,45,Colorado,XL,White,Winter,2.9,No,Store Pickup,No,No,50,Venmo,Annually
2918,2919,19,Gen Z,Female,Sunglasses,Accessories,73,New York,S,Black,Fall,4.9,No,Free Shipping,No,No,36,Cash,Weekly
2919,2920,64,Baby Boomer,Female,Shoes,Footwear,67,Minnesota,L,Charcoal,Winter,3.8,No,Standard,No,No,31,Debit Card,Monthly
2920,2921,33,Millenials,Female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,No,3,Debit Card,Bi-Weekly
2921,2922,20,Gen Z,Female,Handbag,Accessories,24,Wisconsin,M,Cyan,Fall,4.6,No,Standard,No,No,11,Cash,Fortnightly
2922,2923,45,Gen X,Female,Sunglasses,Accessories,68,Kentucky,L,Beige,Winter,3.5,No,Express,No,No,16,PayPal,Quarterly
2923,2924,28,Millenials,Female,Shirt,Clothing,70,Pennsylvania,M,Magenta,Spring,4.2,No,2-Day Shipping,No,No,12,Cash,Quarterly
2924,2925,47,Gen X,Female,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,3.7,No,Free Shipping,No,No,37,Debit Card,Every 3 Months
2925,2926,54,Gen X,Female,Sweater,Clothing,91,Illinois,M,Maroon,Spring,2.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months
2926,2927,64,Baby Boomer,Female,Handbag,Accessories,82,Maryland,M,Gray,Winter,4.8,No,2-Day Shipping,No,No,9,Cash,Weekly
2927,2928,45,Gen X,Female,Shirt,Clothing,24,Missouri,M,Black,Summer,2.7,No,Express,No,No,15,Venmo,Bi-Weekly
2928,2929,40,Millenials,Female,Jewelry,Accessories,80,Alabama,L,Yellow,Spring,3.6,No,Store Pickup,No,No,17,Credit Card,Weekly
2929,2930,31,Millenials,Female,Socks,Clothing,53,Maine,XL,White,Winter,4.5,No,Next Day Air,No,No,42,Venmo,Fortnightly
2930,2931,38,Millenials,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,No,Free Shipping,No,No,14,Venmo,Monthly
2931,2932,36,Millenials,Female,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,No,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly
2932,2933,65,Baby Boomer,Female,Backpack,Accessories,88,Alaska,L,Black,Spring,3.9,No,Express,No,No,3,PayPal,Quarterly
2933,2934,27,Millenials,Female,Hat,Accessories,52,Illinois,M,Brown,Summer,3.8,No,Standard,No,No,28,Venmo,Monthly
2934,2935,38,Millenials,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly
2935,2936,58,Gen X,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,No,11,Venmo,Weekly
2936,2937,31,Millenials,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,Express,No,No,46,PayPal,Weekly
2937,2938,28,Millenials,Female,Handbag,Accessories,39,West Virginia,M,White,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
2938,2939,28,Millenials,Female,Sunglasses,Accessories,53,Maine,M,Violet,Fall,3.0,No,Standard,No,No,15,Cash,Monthly
2939,2940,32,Millenials,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,No,Express,No,No,34,Venmo,Weekly
